Index,name,generation,attack,defense,hp,special_attack,special_defense,speed,type_1,type_2,url
200,grubbin,7,62,45,47,55,45,46,bug,null,https://bulbapedia.bulbagarden.net/wiki/Grubbin_(Pok%C3%A9mon)
201,charjabug,7,82,95,57,55,75,36,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Charjabug_(Pok%C3%A9mon)
202,vikavolt,7,70,90,77,145,75,43,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Vikavolt_(Pok%C3%A9mon)
203,crabrawler,7,82,57,47,42,47,63,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Crabrawler_(Pok%C3%A9mon)
204,crabominable,7,132,77,97,62,67,43,fighting,ice,https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon)
205,oricorio,7,70,70,75,98,70,93,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Oricorio_(Pok%C3%A9mon)
206,cutiefly,7,45,40,40,55,40,84,bug,fairy,https://bulbapedia.bulbagarden.net/wiki/Cutiefly_(Pok%C3%A9mon)
207,ribombee,7,55,60,60,95,70,124,bug,fairy,https://bulbapedia.bulbagarden.net/wiki/Ribombee_(Pok%C3%A9mon)
208,rockruff,7,65,40,45,30,40,60,rock,null,https://bulbapedia.bulbagarden.net/wiki/Rockruff_(Pok%C3%A9mon)
209,lycanroc (midday form),7,115,65,75,55,65,112,rock,null,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon)
210,lycanroc (midnight form),7,115,75,85,55,75,82,rock,null,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon)
211,lycanroc (dusk form),7,117,65,75,55,65,110,rock,null,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon)
212,wishiwashi (solo form),7,20,20,45,25,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Wishiwashi_(Pok%C3%A9mon)
213,wishiwashi (school form),7,140,130,45,140,135,30,water,null,https://bulbapedia.bulbagarden.net/wiki/Wishiwashi_(Pok%C3%A9mon)
214,mareanie,7,53,62,50,43,52,45,poison,water,https://bulbapedia.bulbagarden.net/wiki/Mareanie_(Pok%C3%A9mon)
215,toxapex,7,63,152,50,53,142,35,poison,water,https://bulbapedia.bulbagarden.net/wiki/Toxapex_(Pok%C3%A9mon)
216,mudbray,7,100,70,70,45,55,45,ground,null,https://bulbapedia.bulbagarden.net/wiki/Mudbray_(Pok%C3%A9mon)
217,mudsdale,7,125,100,100,55,85,35,ground,null,https://bulbapedia.bulbagarden.net/wiki/Mudsdale_(Pok%C3%A9mon)
218,dewpider,7,40,52,38,40,72,27,water,bug,https://bulbapedia.bulbagarden.net/wiki/Dewpider_(Pok%C3%A9mon)
219,araquanid,7,70,92,68,50,132,42,water,bug,https://bulbapedia.bulbagarden.net/wiki/Araquanid_(Pok%C3%A9mon)
220,fomantis,7,55,35,40,50,35,35,grass,null,https://bulbapedia.bulbagarden.net/wiki/Fomantis_(Pok%C3%A9mon)
221,lurantis,7,105,90,70,80,90,45,grass,null,https://bulbapedia.bulbagarden.net/wiki/Lurantis_(Pok%C3%A9mon)
222,morelull,7,35,55,40,65,75,15,grass,fairy,https://bulbapedia.bulbagarden.net/wiki/Morelull_(Pok%C3%A9mon)
223,shiinotic,7,45,80,60,90,100,30,grass,fairy,https://bulbapedia.bulbagarden.net/wiki/Shiinotic_(Pok%C3%A9mon)
224,salandit,7,44,40,48,71,40,77,poison,fire,https://bulbapedia.bulbagarden.net/wiki/Salandit_(Pok%C3%A9mon)
225,salazzle,7,64,60,68,111,60,117,poison,fire,https://bulbapedia.bulbagarden.net/wiki/Salazzle_(Pok%C3%A9mon)
226,stufful,7,75,50,70,45,50,50,normal,fighting,https://bulbapedia.bulbagarden.net/wiki/Stufful_(Pok%C3%A9mon)
227,bewear,7,125,80,120,55,60,60,normal,fighting,https://bulbapedia.bulbagarden.net/wiki/Bewear_(Pok%C3%A9mon)
228,bounsweet,7,30,38,42,30,38,32,grass,null,https://bulbapedia.bulbagarden.net/wiki/Bounsweet_(Pok%C3%A9mon)
229,steenee,7,40,48,52,40,48,62,grass,null,https://bulbapedia.bulbagarden.net/wiki/Steenee_(Pok%C3%A9mon)
230,tsareena,7,120,98,72,50,98,72,grass,null,https://bulbapedia.bulbagarden.net/wiki/Tsareena_(Pok%C3%A9mon)
231,comfey,7,52,90,51,82,110,100,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Comfey_(Pok%C3%A9mon)
232,oranguru,7,60,80,90,90,110,60,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Oranguru_(Pok%C3%A9mon)
233,passimian,7,120,90,100,40,60,80,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Passimian_(Pok%C3%A9mon)
234,wimpod,7,35,40,25,20,30,80,bug,water,https://bulbapedia.bulbagarden.net/wiki/Wimpod_(Pok%C3%A9mon)
235,golisopod,7,125,140,75,60,90,40,bug,water,https://bulbapedia.bulbagarden.net/wiki/Golisopod_(Pok%C3%A9mon)
236,sandygast,7,55,80,55,70,45,15,ghost,ground,https://bulbapedia.bulbagarden.net/wiki/Sandygast_(Pok%C3%A9mon)
237,palossand,7,75,110,85,100,75,35,ghost,ground,https://bulbapedia.bulbagarden.net/wiki/Palossand_(Pok%C3%A9mon)
238,pyukumuku,7,60,130,55,30,130,5,water,null,https://bulbapedia.bulbagarden.net/wiki/Pyukumuku_(Pok%C3%A9mon)
239,type: null,7,95,95,95,95,95,59,normal,null,https://bulbapedia.bulbagarden.net/wiki/Type:_Null_(Pok%C3%A9mon)
240,silvally,7,95,95,95,95,95,95,normal,null,https://bulbapedia.bulbagarden.net/wiki/Silvally_(Pok%C3%A9mon)
241,minior (meteor form),7,60,100,60,60,100,60,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon)
242,minior (core form),7,100,60,60,100,60,120,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon)
243,komala,7,115,65,65,75,95,65,normal,null,https://bulbapedia.bulbagarden.net/wiki/Komala_(Pok%C3%A9mon)
244,turtonator,7,78,135,60,91,85,36,fire,dragon,https://bulbapedia.bulbagarden.net/wiki/Turtonator_(Pok%C3%A9mon)
245,togedemaru,7,98,63,65,40,73,96,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Togedemaru_(Pok%C3%A9mon)
246,mimikyu,7,90,80,55,50,105,96,ghost,fairy,https://bulbapedia.bulbagarden.net/wiki/Mimikyu_(Pok%C3%A9mon)
247,bruxish,7,105,70,68,70,70,92,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Bruxish_(Pok%C3%A9mon)
248,drampa,7,60,85,78,135,91,36,normal,dragon,https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon)
249,dhelmise,7,131,100,70,86,90,40,ghost,grass,https://bulbapedia.bulbagarden.net/wiki/Dhelmise_(Pok%C3%A9mon)
250,jangmo-o,7,55,65,45,45,45,45,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Jangmo-o_(Pok%C3%A9mon)
251,hakamo-o,7,75,90,55,65,70,65,dragon,fighting,https://bulbapedia.bulbagarden.net/wiki/Hakamo-o_(Pok%C3%A9mon)
252,kommo-o,7,110,125,75,100,105,85,dragon,fighting,https://bulbapedia.bulbagarden.net/wiki/Kommo-o_(Pok%C3%A9mon)
253,tapu koko,7,115,85,70,95,75,130,electric,fairy,https://bulbapedia.bulbagarden.net/wiki/Tapu_Koko_(Pok%C3%A9mon)
254,tapu lele,7,85,75,70,130,115,95,psychic,fairy,https://bulbapedia.bulbagarden.net/wiki/Tapu_Lele_(Pok%C3%A9mon)
255,tapu bulu,7,130,115,70,85,95,75,grass,fairy,https://bulbapedia.bulbagarden.net/wiki/Tapu_Bulu_(Pok%C3%A9mon)
256,tapu fini,7,75,115,70,95,130,85,water,fairy,https://bulbapedia.bulbagarden.net/wiki/Tapu_Fini_(Pok%C3%A9mon)
257,cosmog,7,29,31,43,29,31,37,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Cosmog_(Pok%C3%A9mon)
258,cosmoem,7,29,131,43,29,131,37,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Cosmoem_(Pok%C3%A9mon)
259,solgaleo,7,137,107,137,113,89,97,psychic,steel,https://bulbapedia.bulbagarden.net/wiki/Solgaleo_(Pok%C3%A9mon)
260,lunala,7,113,89,137,137,107,97,psychic,ghost,https://bulbapedia.bulbagarden.net/wiki/Lunala_(Pok%C3%A9mon)
261,nihilego,7,53,47,109,127,131,103,rock,poison,https://bulbapedia.bulbagarden.net/wiki/Nihilego_(Pok%C3%A9mon)
262,buzzwole,7,139,139,107,53,53,79,bug,fighting,https://bulbapedia.bulbagarden.net/wiki/Buzzwole_(Pok%C3%A9mon)
263,pheromosa,7,137,37,71,137,37,151,bug,fighting,https://bulbapedia.bulbagarden.net/wiki/Pheromosa_(Pok%C3%A9mon)
264,xurkitree,7,89,71,83,173,71,83,electric,null,https://bulbapedia.bulbagarden.net/wiki/Xurkitree_(Pok%C3%A9mon)
265,celesteela,7,101,103,97,107,101,61,steel,flying,https://bulbapedia.bulbagarden.net/wiki/Celesteela_(Pok%C3%A9mon)
266,kartana,7,181,131,59,59,31,109,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Kartana_(Pok%C3%A9mon)
267,guzzlord,7,101,53,223,97,53,43,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Guzzlord_(Pok%C3%A9mon)
268,necrozma,7,107,101,97,127,89,79,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
269,necrozma (dusk mane),7,157,127,97,113,109,77,psychic,steel,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
270,necrozma (dawn wings),7,113,109,97,157,127,77,psychic,ghost,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
271,necrozma (ultra necrozma),7,167,97,97,167,97,129,psychic,dragon,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
272,magearna,7,95,115,80,130,115,65,steel,fairy,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon)
273,marshadow,7,125,80,90,90,90,125,fighting,ghost,https://bulbapedia.bulbagarden.net/wiki/Marshadow_(Pok%C3%A9mon)
274,poipole,7,73,67,67,73,67,73,poison,null,https://bulbapedia.bulbagarden.net/wiki/Poipole_(Pok%C3%A9mon)
275,naganadel,7,73,73,73,127,73,121,poison,dragon,https://bulbapedia.bulbagarden.net/wiki/Naganadel_(Pok%C3%A9mon)
276,stakataka,7,131,211,61,53,101,13,rock,steel,https://bulbapedia.bulbagarden.net/wiki/Stakataka_(Pok%C3%A9mon)
277,blacephalon,7,127,53,53,151,79,107,fire,ghost,https://bulbapedia.bulbagarden.net/wiki/Blacephalon_(Pok%C3%A9mon)
278,zeraora,7,112,75,88,102,80,143,electric,null,https://bulbapedia.bulbagarden.net/wiki/Zeraora_(Pok%C3%A9mon)
279,meltan,7,65,65,46,55,35,34,steel,null,https://bulbapedia.bulbagarden.net/wiki/Meltan_(Pok%C3%A9mon)
280,melmetal,7,143,143,135,80,65,34,steel,null,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon)
281,bulbasaur,2,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
282,bulbasaur,3,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
283,bulbasaur,4,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
284,bulbasaur,5,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
285,bulbasaur,6,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
286,bulbasaur,7,49,49,45,65,65,45,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Bulbasaur_(Pok%C3%A9mon)
287,ivysaur,2,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
288,ivysaur,3,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
289,ivysaur,4,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
290,ivysaur,5,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
291,ivysaur,6,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
292,ivysaur,7,62,63,60,80,80,60,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Ivysaur_(Pok%C3%A9mon)
293,venusaur,2,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
294,venusaur,3,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
295,venusaur,4,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
296,venusaur,5,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
297,venusaur,6,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
298,venusaur,7,82,83,80,100,100,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
299,venusaur (mega venusaur),2,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
300,venusaur (mega venusaur),3,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
301,venusaur (mega venusaur),4,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
302,venusaur (mega venusaur),5,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
303,venusaur (mega venusaur),6,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
304,venusaur (mega venusaur),7,100,123,80,122,120,80,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)
305,charmander,2,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
306,charmander,3,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
307,charmander,4,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
308,charmander,5,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
309,charmander,6,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
310,charmander,7,52,43,39,60,50,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmander_(Pok%C3%A9mon)
311,charmeleon,2,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
312,charmeleon,3,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
313,charmeleon,4,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
314,charmeleon,5,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
315,charmeleon,6,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
316,charmeleon,7,64,58,58,80,65,80,fire,null,https://bulbapedia.bulbagarden.net/wiki/Charmeleon_(Pok%C3%A9mon)
317,charizard,2,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
318,charizard,3,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
319,charizard,4,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
320,charizard,5,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
321,charizard,6,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
322,charizard,7,84,78,78,109,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
323,charizard (mega charizard x),2,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
324,charizard (mega charizard x),3,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
325,charizard (mega charizard x),4,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
326,charizard (mega charizard x),5,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
327,charizard (mega charizard x),6,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
328,charizard (mega charizard x),7,130,111,78,130,85,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
329,charizard (mega charizard y),2,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
330,charizard (mega charizard y),3,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
331,charizard (mega charizard y),4,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
332,charizard (mega charizard y),5,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
333,charizard (mega charizard y),6,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
334,charizard (mega charizard y),7,104,78,78,159,115,100,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)
335,squirtle,2,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
336,squirtle,3,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
337,squirtle,4,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
338,squirtle,5,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
339,squirtle,6,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
340,squirtle,7,48,65,44,50,64,43,water,null,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon)
341,wartortle,2,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
342,wartortle,3,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
343,wartortle,4,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
344,wartortle,5,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
345,wartortle,6,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
346,wartortle,7,63,80,59,65,80,58,water,null,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon)
347,blastoise,2,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
348,blastoise,3,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
349,blastoise,4,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
350,blastoise,5,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
351,blastoise,6,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
352,blastoise,7,83,100,79,85,105,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
353,blastoise (mega blastoise),2,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
354,blastoise (mega blastoise),3,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
355,blastoise (mega blastoise),4,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
356,blastoise (mega blastoise),5,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
357,blastoise (mega blastoise),6,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
358,blastoise (mega blastoise),7,103,120,79,135,115,78,water,null,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)
359,caterpie,2,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
360,caterpie,3,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
361,caterpie,4,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
362,caterpie,5,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
363,caterpie,6,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
364,caterpie,7,30,35,45,20,20,45,bug,null,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon)
365,metapod,2,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
366,metapod,3,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
367,metapod,4,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
368,metapod,5,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
369,metapod,6,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
370,metapod,7,20,55,50,25,25,30,bug,null,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon)
371,butterfree,2,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
372,butterfree,3,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
373,butterfree,4,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
374,butterfree,5,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
375,butterfree,6,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
376,butterfree,7,45,50,60,90,80,70,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon)
377,weedle,2,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
378,weedle,3,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
379,weedle,4,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
380,weedle,5,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
381,weedle,6,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
382,weedle,7,35,30,40,20,20,50,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon)
383,kakuna,2,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
384,kakuna,3,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
385,kakuna,4,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
386,kakuna,5,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
387,kakuna,6,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
388,kakuna,7,25,50,45,25,25,35,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon)
389,beedrill,2,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
390,beedrill,3,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
391,beedrill,4,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
392,beedrill,5,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
393,beedrill,6,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
394,beedrill,7,90,40,65,45,80,75,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
395,beedrill (mega beedrill),2,150,40,65,15,80,145,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
396,beedrill (mega beedrill),3,150,40,65,15,80,145,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
397,beedrill (mega beedrill),4,150,40,65,15,80,145,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
398,beedrill (mega beedrill),5,150,40,65,15,80,145,bug,poison,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon)
